billing_month,household_id,contract_id,utility_bill_without_system_usd,utility_bill_with_system_usd,subscription_payment_usd,vpp_credits_usd,net_customer_value_usd,overage_kwh
2025-01,H000187,C-000187,228.18,3.78,173.28,2.08,53.2,55.7
2025-02,H000187,C-000187,222.9,3.43,173.28,0.0,46.19,51.97
2025-03,H000187,C-000187,264.38,1.61,173.28,6.25,95.74,81.33
2025-04,H000187,C-000187,257.54,0.7,173.28,6.33,89.89,76.49
2025-05,H000187,C-000187,279.65,0.09,173.28,2.51,108.79,92.14
2025-06,H000187,C-000187,256.15,0.0,173.28,4.12,86.99,75.51
2025-01,H000188,C-000188,168.92,19.84,210.31,9.69,-51.54,34.25
2025-02,H000188,C-000188,169.51,17.92,210.31,2.6,-56.12,34.6
2025-03,H000188,C-000188,209.11,20.15,210.31,4.35,-17.0,58.24
2025-04,H000188,C-000188,222.25,19.2,210.31,6.5,-0.76,66.09
2025-05,H000188,C-000188,235.03,19.84,210.31,2.04,6.92,73.72
2025-06,H000188,C-000188,224.37,18.56,210.31,3.0,-1.5,67.35
2025-01,H000189,C-000189,216.36,16.9,166.06,8.81,42.21,0.0
2025-02,H000189,C-000189,207.64,15.42,166.06,6.42,32.58,0.0
2025-03,H000189,C-000189,279.92,17.73,166.06,3.95,100.08,5.79
2025-04,H000189,C-000189,263.23,13.47,166.06,5.11,88.81,0.0
2025-05,H000189,C-000189,316.54,15.54,166.06,6.37,141.31,21.97
2025-06,H000189,C-000189,284.33,11.03,166.06,3.48,110.72,7.74
2025-01,H000190,C-000190,302.14,8.91,192.94,1.52,101.81,60.05
2025-02,H000190,C-000190,316.92,9.29,192.94,4.03,118.72,67.94
2025-03,H000190,C-000190,404.42,9.74,192.94,10.25,211.99,114.6
2025-04,H000190,C-000190,378.96,6.96,192.94,10.37,189.43,101.03
2025-05,H000190,C-000190,436.18,6.98,192.94,6.22,242.48,131.54
2025-06,H000190,C-000190,414.51,5.16,192.94,4.04,220.45,119.99
2025-01,H000191,C-000191,214.42,13.71,102.19,2.09,100.61,0.0
2025-02,H000191,C-000191,207.13,13.6,102.19,6.61,97.95,0.0
2025-03,H000191,C-000191,247.23,12.96,102.19,10.74,142.82,2.56
2025-04,H000191,C-000191,231.31,10.67,102.19,5.68,124.13,0.0
2025-05,H000191,C-000191,228.79,6.97,102.19,5.27,124.9,0.0
2025-06,H000191,C-000191,214.29,3.25,102.19,0.36,109.21,0.0
2025-01,H000192,C-000192,331.34,2.24,123.3,0.0,205.8,49.69
2025-02,H000192,C-000192,312.72,0.79,123.3,0.0,188.63,41.59
2025-03,H000192,C-000192,390.47,2.06,123.3,0.0,265.11,75.4
2025-04,H000192,C-000192,408.98,1.95,123.3,0.0,283.73,83.44
2025-05,H000192,C-000192,450.97,0.7,123.3,0.0,326.97,101.7
2025-06,H000192,C-000192,415.89,0.31,123.3,0.0,292.28,86.45
2025-01,H000193,C-000193,314.52,53.17,201.29,0.0,60.06,67.48
2025-02,H000193,C-000193,292.64,39.71,201.29,0.0,51.64,58.31
2025-03,H000193,C-000193,340.24,45.72,201.29,0.0,93.23,78.25
2025-04,H000193,C-000193,355.21,40.27,201.29,0.0,113.65,84.52
2025-05,H000193,C-000193,364.89,33.02,201.29,0.0,130.58,88.57
2025-06,H000193,C-000193,325.6,24.05,201.29,0.0,100.26,72.12
2025-01,H000194,C-000194,320.46,13.23,146.22,0.0,161.01,118.68
2025-02,H000194,C-000194,307.37,12.32,146.22,0.0,148.83,109.5
2025-03,H000194,C-000194,372.79,13.64,146.22,0.0,212.93,155.41
2025-04,H000194,C-000194,371.9,12.77,146.22,0.0,212.91,154.78
2025-05,H000194,C-000194,398.4,12.8,146.22,0.0,239.38,173.38
2025-06,H000194,C-000194,374.52,11.11,146.22,0.0,217.19,156.62
2025-01,H000195,C-000195,222.7,11.67,144.95,0.0,66.08,0.0
2025-02,H000195,C-000195,214.07,10.79,144.95,0.0,58.33,0.0
2025-03,H000195,C-000195,264.3,10.18,144.95,0.0,109.17,0.0
2025-04,H000195,C-000195,280.51,9.03,145.68,0.0,125.8,6.05
2025-05,H000195,C-000195,294.54,5.83,146.42,0.0,142.29,12.25
2025-06,H000195,C-000195,287.88,5.16,146.07,0.0,136.65,9.31
2025-01,H000196,C-000196,350.34,52.72,177.17,0.0,120.45,126.37
2025-02,H000196,C-000196,355.57,48.13,177.17,0.0,130.27,129.16
2025-03,H000196,C-000196,384.14,47.57,177.17,0.0,159.4,144.39
2025-04,H000196,C-000196,440.83,52.19,177.17,0.0,211.47,174.63
2025-05,H000196,C-000196,466.93,50.75,177.17,0.0,239.01,188.55
2025-06,H000196,C-000196,459.96,49.55,177.17,0.0,233.24,184.83
2025-01,H000197,C-000197,239.6,26.31,172.27,10.72,51.74,33.89
2025-02,H000197,C-000197,218.0,18.22,170.86,1.92,30.84,26.28
2025-03,H000197,C-000197,238.18,17.7,172.18,3.04,51.34,33.39
2025-04,H000197,C-000197,244.61,16.47,172.6,7.74,63.28,35.66
2025-05,H000197,C-000197,248.74,15.9,172.87,4.51,64.48,37.12
2025-06,H000197,C-000197,228.63,15.15,171.56,5.3,47.22,30.03
2025-01,H000198,C-000198,266.15,0.55,124.51,0.0,141.09,23.27
2025-02,H000198,C-000198,270.98,0.46,124.51,0.0,146.01,25.37
2025-03,H000198,C-000198,331.81,0.0,124.51,0.0,207.3,51.82
2025-04,H000198,C-000198,362.34,0.04,124.51,0.0,237.79,65.09
2025-05,H000198,C-000198,368.02,0.0,124.51,0.0,243.51,67.56
2025-06,H000198,C-000198,358.56,0.0,124.51,0.0,234.05,63.45
2025-01,H000199,C-000199,254.8,11.97,168.44,5.88,80.27,70.77
2025-02,H000199,C-000199,255.19,10.4,168.44,0.73,77.08,71.05
2025-03,H000199,C-000199,293.85,9.58,168.44,4.47,120.3,98.42
2025-04,H000199,C-000199,281.05,5.84,168.44,3.2,109.97,89.35
2025-05,H000199,C-000199,306.89,4.15,168.44,1.07,135.37,107.65
2025-06,H000199,C-000199,300.75,2.5,168.44,2.08,131.89,103.3
2025-01,H000200,C-000200,208.25,50.57,119.6,0.0,38.08,62.23
2025-02,H000200,C-000200,216.29,52.22,119.6,0.0,44.47,67.03
2025-03,H000200,C-000200,250.78,61.09,119.6,0.0,70.09,87.62
2025-04,H000200,C-000200,260.19,63.49,119.6,0.0,77.1,93.24
2025-05,H000200,C-000200,280.08,61.34,119.6,0.0,99.14,105.11
2025-06,H000200,C-000200,261.21,55.72,119.6,0.0,85.89,93.85
2025-01,H000201,C-000201,211.02,11.25,87.23,5.17,117.71,0.0
2025-02,H000201,C-000201,211.89,9.57,87.23,5.23,120.32,0.0
2025-03,H000201,C-000201,276.58,11.36,87.23,1.43,179.42,0.0
2025-04,H000201,C-000201,279.2,9.25,87.23,3.8,186.52,0.0
2025-05,H000201,C-000201,294.6,6.85,87.23,3.29,203.81,5.22
2025-06,H000201,C-000201,279.59,4.94,87.23,0.63,188.05,0.0
2025-01,H000202,C-000202,284.13,12.95,173.87,2.4,99.71,74.64
2025-02,H000202,C-000202,300.07,11.0,173.87,0.48,115.68,83.14
2025-03,H000202,C-000202,351.72,11.49,173.87,3.42,169.78,110.69
2025-04,H000202,C-000202,366.09,11.74,173.87,4.52,185.0,118.35
2025-05,H000202,C-000202,408.17,11.94,173.87,1.6,223.96,140.8
2025-06,H000202,C-000202,388.62,11.29,173.87,4.96,208.42,130.37
2025-01,H000203,C-000203,242.54,15.81,115.74,0.0,110.99,1.88
2025-02,H000203,C-000203,209.68,13.86,115.5,0.0,80.32,0.0
2025-03,H000203,C-000203,241.67,15.25,115.7,0.0,110.72,1.58
2025-04,H000203,C-000203,243.46,13.13,115.78,0.0,114.55,2.21
2025-05,H000203,C-000203,257.32,11.17,116.41,0.0,129.74,7.09
2025-06,H000203,C-000203,222.71,8.38,115.5,0.0,98.83,0.0
2025-01,H000204,C-000204,298.16,0.0,193.5,0.0,104.66,19.85
2025-02,H000204,C-000204,291.82,0.0,193.5,0.0,98.32,17.1
2025-03,H000204,C-000204,359.66,0.0,193.5,0.0,166.16,46.59
2025-04,H000204,C-000204,373.94,0.14,193.5,0.0,180.3,52.8
2025-05,H000204,C-000204,404.15,0.0,193.5,0.0,210.65,65.94
2025-06,H000204,C-000204,381.76,0.0,193.5,0.0,188.26,56.2
2025-01,H000205,C-000205,254.89,13.54,187.91,2.62,56.06,104.85
2025-02,H000205,C-000205,251.3,12.42,187.91,3.95,54.92,102.31
2025-03,H000205,C-000205,289.0,13.37,187.91,4.44,92.16,129.0
2025-04,H000205,C-000205,293.14,12.35,187.91,7.7,100.58,131.93
2025-05,H000205,C-000205,307.08,11.56,187.91,6.32,113.93,141.8
2025-06,H000205,C-000205,281.02,9.03,187.91,2.09,86.17,123.35
2025-01,H000206,C-000206,220.78,29.52,177.78,2.2,15.68,111.41
2025-02,H000206,C-000206,217.31,30.22,177.78,3.46,12.77,108.97
2025-03,H000206,C-000206,256.84,33.55,177.78,6.72,52.23,136.71
2025-04,H000206,C-000206,277.66,36.46,177.78,6.63,70.05,151.32
2025-05,H000206,C-000206,312.42,45.26,177.78,0.0,89.38,175.72
2025-06,H000206,C-000206,286.03,35.49,177.78,2.49,75.25,157.2
2025-01,H000207,C-000207,297.91,10.18,109.26,3.75,182.22,16.0
2025-02,H000207,C-000207,299.08,9.26,109.26,5.21,185.77,16.49
2025-03,H000207,C-000207,378.85,12.7,109.26,6.85,263.74,49.38
2025-04,H000207,C-000207,389.99,7.78,109.26,10.95,283.9,53.97
2025-05,H000207,C-000207,412.75,6.44,109.26,4.11,301.16,63.36
2025-06,H000207,C-000207,396.75,4.92,109.26,5.83,288.4,56.76
2025-01,H000208,C-000208,297.32,16.15,93.94,0.0,187.23,55.52
2025-02,H000208,C-000208,287.25,14.69,93.2,0.0,179.36,51.1
2025-03,H000208,C-000208,378.19,24.56,99.88,0.0,253.75,91.07
2025-04,H000208,C-000208,398.92,24.85,101.4,0.0,272.67,100.18
2025-05,H000208,C-000208,412.22,19.11,102.38,0.0,290.73,106.03
2025-06,H000208,C-000208,386.98,11.53,100.52,0.0,274.93,94.93
2025-01,H000209,C-000209,278.66,20.68,90.26,7.93,175.65,35.03
2025-02,H000209,C-000209,246.75,16.91,90.26,3.81,143.39,23.78
2025-03,H000209,C-000209,273.27,17.15,90.26,9.68,175.54,33.13
2025-04,H000209,C-000209,278.77,15.73,90.26,7.7,180.48,35.06
2025-05,H000209,C-000209,273.55,15.81,90.26,10.22,177.7,33.23
2025-06,H000209,C-000209,248.75,14.79,90.26,1.87,145.57,24.49
2025-01,H000210,C-000210,280.71,0.0,127.96,0.0,152.75,0.71
2025-02,H000210,C-000210,253.76,0.0,127.96,0.0,125.8,0.0
2025-03,H000210,C-000210,305.08,0.0,127.96,0.0,177.12,11.3
2025-04,H000210,C-000210,350.39,0.0,127.96,0.0,222.43,31.0
2025-05,H000210,C-000210,363.35,0.0,127.96,0.0,235.39,36.64
2025-06,H000210,C-000210,352.45,0.0,127.96,0.0,224.49,31.9
2025-01,H000211,C-000211,255.41,15.96,86.77,1.34,154.02,0.19
2025-02,H000211,C-000211,232.13,14.16,86.77,4.0,135.2,0.0
2025-03,H000211,C-000211,272.09,13.12,86.77,2.54,174.74,7.18
2025-04,H000211,C-000211,283.44,10.34,86.77,3.82,190.15,11.93
2025-05,H000211,C-000211,307.38,8.88,86.77,6.7,218.43,21.96
2025-06,H000211,C-000211,279.6,5.59,86.77,7.09,194.33,10.32
2025-01,H000212,C-000212,165.55,1.15,79.46,0.0,84.94,4.34
2025-02,H000212,C-000212,173.48,3.64,80.2,0.0,89.64,9.07
2025-03,H000212,C-000212,197.14,2.16,82.42,0.0,112.56,23.2
2025-04,H000212,C-000212,218.05,1.96,84.38,0.0,131.71,35.68
2025-05,H000212,C-000212,242.79,0.46,86.7,0.0,155.63,50.45
2025-06,H000212,C-000212,228.02,0.44,85.32,0.0,142.26,41.63
2025-01,H000213,C-000213,233.51,50.44,163.99,0.0,19.08,48.96
2025-02,H000213,C-000213,225.19,44.15,163.99,0.0,17.05,45.28
2025-03,H000213,C-000213,285.1,66.16,163.99,0.0,54.95,71.76
2025-04,H000213,C-000213,296.35,65.35,163.99,0.0,67.01,76.73
2025-05,H000213,C-000213,321.51,78.46,163.99,0.0,79.06,87.85
2025-06,H000213,C-000213,308.4,67.52,163.99,0.0,76.89,82.06
2025-01,H000214,C-000214,309.94,19.81,98.92,0.0,191.21,100.61
2025-02,H000214,C-000214,304.87,21.08,98.92,0.0,184.87,97.9
2025-03,H000214,C-000214,388.64,29.58,98.92,0.0,260.14,142.58
2025-04,H000214,C-000214,401.54,27.51,98.92,0.0,275.11,149.46
2025-05,H000214,C-000214,434.31,25.28,98.92,0.0,310.11,166.94
2025-06,H000214,C-000214,401.95,20.68,98.92,0.0,282.35,149.68
2025-01,H000215,C-000215,234.66,0.16,169.93,0.0,64.57,0.0
2025-02,H000215,C-000215,214.9,0.0,169.93,0.0,44.97,0.0
2025-03,H000215,C-000215,253.69,0.0,169.93,0.0,83.76,0.0
2025-04,H000215,C-000215,240.92,0.0,169.93,0.0,70.99,0.0
2025-05,H000215,C-000215,253.72,0.0,169.93,0.0,83.79,0.0
2025-06,H000215,C-000215,233.51,0.0,169.93,0.0,63.58,0.0
2025-01,H000216,C-000216,300.03,20.97,205.97,0.0,73.09,64.96
2025-02,H000216,C-000216,294.79,17.82,205.97,0.0,71.0,62.68
2025-03,H000216,C-000216,352.38,24.26,205.97,0.0,122.15,87.72
2025-04,H000216,C-000216,373.38,22.22,205.97,0.0,145.19,96.85
2025-05,H000216,C-000216,405.96,18.45,205.97,0.0,181.54,111.02
2025-06,H000216,C-000216,386.54,16.77,205.97,0.0,163.8,102.57
2025-01,H000217,C-000217,324.62,14.26,177.21,2.92,136.07,137.21
2025-02,H000217,C-000217,303.67,12.46,177.21,5.35,119.35,122.37
2025-03,H000217,C-000217,367.15,14.23,177.21,2.65,178.36,167.32
2025-04,H000217,C-000217,363.63,12.41,177.21,4.33,178.34,164.82
2025-05,H000217,C-000217,357.44,9.64,177.21,5.07,175.66,160.44
2025-06,H000217,C-000217,339.42,8.51,177.21,4.88,158.58,147.68
2025-01,H000218,C-000218,185.35,40.83,166.94,0.0,-22.42,42.56
2025-02,H000218,C-000218,194.45,43.55,166.94,0.0,-16.04,48.0
2025-03,H000218,C-000218,231.09,52.65,166.94,0.0,11.5,69.87
2025-04,H000218,C-000218,231.9,49.03,166.94,0.0,15.93,70.35
2025-05,H000218,C-000218,264.92,55.06,166.94,0.0,42.92,90.07
2025-06,H000218,C-000218,251.98,47.48,166.94,0.0,37.56,82.34
2025-01,H000219,C-000219,214.78,29.07,201.1,9.06,-6.33,33.6
2025-02,H000219,C-000219,204.66,26.47,201.1,3.02,-19.89,29.13
2025-03,H000219,C-000219,263.02,37.01,201.1,3.2,28.11,54.93
2025-04,H000219,C-000219,274.5,35.95,201.1,5.45,42.9,60.0
2025-05,H000219,C-000219,303.81,39.97,201.1,3.47,66.21,72.95
2025-06,H000219,C-000219,276.94,30.74,201.1,5.62,50.72,61.08
2025-01,H000220,C-000220,361.29,50.42,133.49,2.3,179.68,92.09
2025-02,H000220,C-000220,332.28,41.37,133.49,6.12,163.54,79.34
2025-03,H000220,C-000220,401.14,54.94,133.49,8.25,220.96,109.61
2025-04,H000220,C-000220,438.83,57.51,133.49,5.23,253.06,126.17
2025-05,H000220,C-000220,482.59,66.2,133.49,5.72,288.62,145.41
2025-06,H000220,C-000220,443.13,47.16,133.49,7.47,269.95,128.06
2025-01,H000221,C-000221,281.92,2.61,103.58,0.0,175.73,0.0
2025-02,H000221,C-000221,256.81,0.81,103.58,0.0,152.42,0.0
2025-03,H000221,C-000221,278.76,0.1,103.58,0.0,175.08,0.0
2025-04,H000221,C-000221,289.3,0.0,103.58,0.0,185.72,0.0
2025-05,H000221,C-000221,284.52,0.0,103.58,0.0,180.94,0.0
2025-06,H000221,C-000221,256.93,0.0,103.58,0.0,153.35,0.0
2025-01,H000222,C-000222,275.74,23.77,119.41,8.92,141.48,57.29
2025-02,H000222,C-000222,266.78,21.52,118.96,6.82,133.12,53.4
2025-03,H000222,C-000222,349.1,27.4,123.08,0.0,198.62,89.19
2025-04,H000222,C-000222,372.11,25.52,124.23,3.18,225.54,99.19
2025-05,H000222,C-000222,395.44,26.82,125.39,8.35,251.58,109.34
2025-06,H000222,C-000222,377.15,23.69,124.48,2.63,231.61,101.38
2025-01,H000223,C-000223,238.76,12.73,190.83,2.55,37.75,89.65
2025-02,H000223,C-000223,224.23,11.09,189.73,6.46,29.87,79.37
2025-03,H000223,C-000223,260.84,11.54,192.51,3.77,60.56,105.29
2025-04,H000223,C-000223,256.86,9.4,192.2,7.23,62.49,102.47
2025-05,H000223,C-000223,273.92,8.11,193.5,10.07,82.38,114.55
2025-06,H000223,C-000223,244.5,5.44,191.27,0.99,48.78,93.72
2025-01,H000224,C-000224,270.19,13.64,170.79,6.32,92.08,112.21
2025-02,H000224,C-000224,256.71,13.01,170.79,3.74,76.65,102.75
2025-03,H000224,C-000224,303.06,13.64,170.79,0.0,118.63,135.27
2025-04,H000224,C-000224,323.49,13.2,170.79,5.67,145.17,149.61
2025-05,H000224,C-000224,355.36,13.64,170.79,2.82,173.75,171.98
2025-06,H000224,C-000224,332.35,12.76,170.79,6.13,154.93,155.83
2025-01,H000225,C-000225,292.03,0.64,131.63,0.0,159.76,16.6
2025-02,H000225,C-000225,300.46,1.03,132.09,0.0,167.34,20.07
2025-03,H000225,C-000225,373.56,1.0,136.04,0.0,236.52,50.22
2025-04,H000225,C-000225,376.65,0.15,136.21,0.0,240.29,51.49
2025-05,H000225,C-000225,424.99,1.06,138.82,0.0,285.11,71.43
2025-06,H000225,C-000225,380.81,0.03,136.43,0.0,244.35,53.21
2025-01,H000226,C-000226,295.93,3.16,200.27,0.0,92.5,67.11
2025-02,H000226,C-000226,312.38,4.55,201.92,0.0,105.91,75.88
2025-03,H000226,C-000226,368.73,3.02,207.57,0.0,158.14,105.94
2025-04,H000226,C-000226,437.91,6.59,214.5,0.0,216.82,142.83
2025-05,H000226,C-000226,423.3,2.19,213.04,0.0,208.07,135.04
2025-06,H000226,C-000226,424.46,2.46,213.15,0.0,208.85,135.66
2025-01,H000227,C-000227,227.32,15.29,185.68,5.74,32.09,2.35
2025-02,H000227,C-000227,224.53,14.21,185.68,6.42,31.06,1.37
2025-03,H000227,C-000227,253.6,15.53,185.68,4.54,56.93,11.61
2025-04,H000227,C-000227,247.91,14.04,185.68,2.3,50.49,9.61
2025-05,H000227,C-000227,243.62,13.12,185.68,4.33,49.15,8.1
2025-06,H000227,C-000227,245.36,12.66,185.68,3.35,50.37,8.71
2025-01,H000228,C-000228,314.97,45.68,163.41,9.71,115.59,89.62
2025-02,H000228,C-000228,330.46,57.21,163.41,3.41,113.25,96.36
2025-03,H000228,C-000228,386.91,60.56,163.41,2.74,165.68,120.9
2025-04,H000228,C-000228,400.67,63.48,163.41,1.25,175.03,126.88
2025-05,H000228,C-000228,435.88,63.11,163.41,3.94,213.3,142.19
2025-06,H000228,C-000228,422.23,60.37,163.41,6.49,204.94,136.26
2025-01,H000229,C-000229,331.47,23.21,155.99,4.64,156.91,48.12
2025-02,H000229,C-000229,301.33,20.94,155.99,1.15,125.55,35.49
2025-03,H000229,C-000229,339.14,22.91,155.99,2.06,162.3,51.33
2025-04,H000229,C-000229,339.81,22.02,155.99,8.62,170.42,51.61
2025-05,H000229,C-000229,350.09,21.06,155.99,7.85,180.89,55.91
2025-06,H000229,C-000229,335.93,19.1,155.99,9.08,169.92,49.98
2025-01,H000230,C-000230,325.39,13.64,201.13,9.34,119.96,127.54
2025-02,H000230,C-000230,311.27,12.68,199.7,5.97,104.86,117.64
2025-03,H000230,C-000230,374.93,13.69,206.17,6.93,162.0,162.31
2025-04,H000230,C-000230,388.62,13.28,207.57,8.33,176.1,171.92
2025-05,H000230,C-000230,405.88,13.99,209.32,5.21,187.78,184.03
2025-06,H000230,C-000230,381.25,12.32,206.82,5.27,167.38,166.74
2025-01,H000231,C-000231,224.46,49.14,192.47,0.0,-17.15,52.82
2025-02,H000231,C-000231,208.27,47.91,192.47,0.0,-32.11,45.67
2025-03,H000231,C-000231,266.97,67.61,192.47,0.0,6.89,71.61
2025-04,H000231,C-000231,275.64,70.6,192.47,0.0,12.57,75.44
2025-05,H000231,C-000231,300.45,82.19,192.47,0.0,25.79,86.41
2025-06,H000231,C-000231,275.87,61.82,192.47,0.0,21.58,75.54
2025-01,H000232,C-000232,281.34,37.58,174.37,0.0,69.39,101.66
2025-02,H000232,C-000232,280.36,37.89,174.37,0.0,68.1,101.14
2025-03,H000232,C-000232,341.46,44.64,174.37,0.0,122.45,133.73
2025-04,H000232,C-000232,389.83,50.65,174.37,0.0,164.81,159.52
2025-05,H000232,C-000232,423.0,52.24,174.37,0.0,196.39,177.21
2025-06,H000232,C-000232,397.8,48.54,174.37,0.0,174.89,163.77
2025-01,H000233,C-000233,315.93,22.79,101.35,0.0,191.79,32.61
2025-02,H000233,C-000233,292.26,19.35,101.35,0.0,171.56,24.27
2025-03,H000233,C-000233,305.99,15.77,101.35,0.0,188.87,29.1
2025-04,H000233,C-000233,312.52,15.29,101.35,0.0,195.88,31.41
2025-05,H000233,C-000233,333.99,15.33,101.35,0.0,217.31,38.97
2025-06,H000233,C-000233,283.36,11.15,101.35,0.0,170.86,21.13
2025-01,H000234,C-000234,252.95,22.2,79.37,2.82,154.2,34.86
2025-02,H000234,C-000234,267.38,19.95,79.37,0.0,168.06,41.14
2025-03,H000234,C-000234,313.42,21.83,79.37,2.07,214.29,61.16
2025-04,H000234,C-000234,360.93,21.35,79.37,0.55,260.76,81.81
2025-05,H000234,C-000234,372.01,21.52,79.37,2.5,273.62,86.63
2025-06,H000234,C-000234,367.67,19.89,79.37,1.3,269.71,84.74
2025-01,H000235,C-000235,324.41,38.25,156.88,0.0,129.28,74.45
2025-02,H000235,C-000235,306.65,33.89,156.88,0.0,115.88,67.01
2025-03,H000235,C-000235,357.02,35.78,156.88,0.0,164.36,88.11
2025-04,H000235,C-000235,344.95,25.12,156.88,0.0,162.95,83.06
2025-05,H000235,C-000235,369.89,28.47,156.88,0.0,184.54,93.5
2025-06,H000235,C-000235,330.28,23.49,156.88,0.0,149.91,76.91
2025-01,H000236,C-000236,184.41,73.05,174.65,0.0,-63.29,70.78
2025-02,H000236,C-000236,197.83,76.31,174.65,0.0,-53.13,78.79
2025-03,H000236,C-000236,228.53,89.43,174.65,0.0,-35.55,97.12
2025-04,H000236,C-000236,239.32,87.22,174.65,0.0,-22.55,103.56
2025-05,H000236,C-000236,257.8,95.29,174.65,0.0,-12.14,114.6
2025-06,H000236,C-000236,250.34,91.74,174.65,0.0,-16.05,110.14
2025-01,H000237,C-000237,294.72,15.09,166.42,0.0,113.21,48.96
2025-02,H000237,C-000237,290.77,14.71,166.42,0.0,109.64,47.33
2025-03,H000237,C-000237,368.71,16.28,166.42,0.0,186.01,79.47
2025-04,H000237,C-000237,373.49,14.93,166.42,0.0,192.14,81.44
2025-05,H000237,C-000237,416.18,15.64,166.42,0.0,234.12,99.05
2025-06,H000237,C-000237,388.69,15.53,166.42,0.0,206.74,87.71
2025-01,H000238,C-000238,292.5,8.98,181.11,2.35,104.76,65.28
2025-02,H000238,C-000238,288.32,8.02,181.11,2.76,101.95,63.05
2025-03,H000238,C-000238,372.27,9.64,181.11,1.04,182.56,107.82
2025-04,H000238,C-000238,389.33,9.06,181.11,1.29,200.45,116.92
2025-05,H000238,C-000238,400.53,6.03,181.11,7.47,220.86,122.9
2025-06,H000238,C-000238,379.24,5.32,181.11,2.85,195.66,111.54
2025-01,H000239,C-000239,220.46,16.7,157.09,5.93,52.6,20.35
2025-02,H000239,C-000239,221.65,14.75,157.14,2.42,52.18,20.77
2025-03,H000239,C-000239,232.41,15.45,157.59,4.07,63.44,24.56
2025-04,H000239,C-000239,228.24,15.03,157.42,3.1,58.89,23.09
2025-05,H000239,C-000239,232.57,14.1,157.6,7.7,68.57,24.62
2025-06,H000239,C-000239,223.19,12.9,157.21,6.85,59.93,21.31
2025-01,H000240,C-000240,316.61,0.0,89.62,0.0,226.99,24.98
2025-02,H000240,C-000240,301.2,0.0,89.62,0.0,211.58,18.28
2025-03,H000240,C-000240,403.67,0.07,89.62,0.0,313.98,62.84
2025-04,H000240,C-000240,385.45,0.0,89.62,0.0,295.83,54.91
2025-05,H000240,C-000240,429.59,0.0,89.62,0.0,339.97,74.1
2025-06,H000240,C-000240,402.38,0.0,89.62,0.0,312.76,62.27
2025-01,H000241,C-000241,257.74,13.23,184.55,6.8,66.76,93.64
2025-02,H000241,C-000241,250.04,11.8,184.55,5.18,58.87,88.19
2025-03,H000241,C-000241,297.06,11.38,184.55,0.0,101.13,121.48
2025-04,H000241,C-000241,300.39,8.79,184.55,3.17,110.22,123.84
2025-05,H000241,C-000241,318.19,6.48,184.55,3.5,130.66,136.44
2025-06,H000241,C-000241,300.82,4.19,184.55,5.44,117.52,124.14
2025-01,H000242,C-000242,196.57,52.88,159.65,0.0,-15.96,58.39
2025-02,H000242,C-000242,190.02,52.51,159.65,0.0,-22.14,54.48
2025-03,H000242,C-000242,237.01,67.94,159.65,0.0,9.42,82.53
2025-04,H000242,C-000242,251.96,72.49,159.65,0.0,19.82,91.46
2025-05,H000242,C-000242,255.09,70.34,159.65,0.0,25.1,93.33
2025-06,H000242,C-000242,244.26,60.25,159.65,0.0,24.36,86.86
2025-01,H000243,C-000243,215.38,21.38,119.15,9.0,83.85,17.58
2025-02,H000243,C-000243,217.57,19.58,119.15,6.01,84.85,18.55
2025-03,H000243,C-000243,260.45,21.8,119.15,1.99,121.49,37.5
2025-04,H000243,C-000243,277.31,21.17,119.15,0.7,137.69,44.95
2025-05,H000243,C-000243,302.44,21.54,119.15,7.89,169.64,56.06
2025-06,H000243,C-000243,287.19,19.68,119.15,2.23,150.59,49.32
2025-01,H000244,C-000244,302.63,22.01,168.44,3.57,115.75,43.17
2025-02,H000244,C-000244,298.09,19.88,168.11,0.62,110.72,41.18
2025-03,H000244,C-000244,360.03,22.01,172.61,3.43,168.84,68.4
2025-04,H000244,C-000244,368.48,21.3,173.22,4.81,178.77,72.12
2025-05,H000244,C-000244,397.84,22.01,175.35,2.36,202.84,85.02
2025-06,H000244,C-000244,370.26,20.3,173.35,3.64,180.25,72.9
2025-01,H000245,C-000245,204.22,13.12,158.3,2.15,34.95,0.0
2025-02,H000245,C-000245,216.67,12.53,158.3,8.16,54.0,0.0
2025-03,H000245,C-000245,221.81,11.12,158.3,1.18,53.57,0.0
2025-04,H000245,C-000245,233.2,6.66,158.3,6.39,74.63,0.0
2025-05,H000245,C-000245,231.32,2.72,158.3,7.81,78.11,0.0
2025-06,H000245,C-000245,213.55,1.67,158.3,7.57,61.15,0.0
2025-01,H000246,C-000246,330.06,28.55,170.57,0.0,130.94,73.2
2025-02,H000246,C-000246,319.12,27.46,170.02,0.0,121.64,68.45
2025-03,H000246,C-000246,383.25,29.87,173.25,0.0,180.13,96.33
2025-04,H000246,C-000246,396.45,25.3,173.92,0.0,197.23,102.07
2025-05,H000246,C-000246,418.78,25.46,175.05,0.0,218.27,111.78
2025-06,H000246,C-000246,421.22,25.98,175.17,0.0,220.07,112.84
2025-01,H000247,C-000247,244.54,31.46,120.87,0.0,92.21,48.62
2025-02,H000247,C-000247,235.63,26.19,120.87,0.0,88.57,44.89
2025-03,H000247,C-000247,288.41,32.91,120.87,0.0,134.63,66.99
2025-04,H000247,C-000247,291.63,29.5,120.87,0.0,141.26,68.34
2025-05,H000247,C-000247,295.45,27.47,120.87,0.0,147.11,69.94
